doc_id	variant	group_id	chain_id	link	shift	length	content	tk_shifts	attributes	head	hd_shifts
72	1	412761	236	0	2413	7	женщины	2413	ref:def|str:noun|type:anaph		
72	1	412762	236	412761	2427	2	те	2427	ref:def|str:pron|type:anaph		
72	1	412763	236	412762	2468	4	себя	2468	ref:def|str:refl|type:anaph		
72	1	412756	243	412738	3171	6	Леоной	3171	ref:def|str:noun|type:coref		
72	1	412757	243	412756	3322	15	обманутая вдова	3322,3332	ref:def|str:noun|type:coref	вдова	3332
72	1	412759	242	412739	3442	10	разлучницы	3442	ref:def|str:noun|type:coref		
72	1	412760	242	412759	3456	2	та	3456	ref:def|str:pron|type:coref		
72	1	412758	242	412760	3526	5	собой	3526	ref:def|str:refl|type:coref		
73	1	412768	234	0	10	9	пятилетия	10	ref:def|str:noun|type:coref		
73	1	412765	235	0	20	11	видеопортал	20	ref:def|str:noun|type:coref		
73	1	412774	233	0	42	56	специальный сайт о самых важных событиях в своей истории	42,54,59,61,67,74,83,85,91	ref:def|str:noun|type:coref	сайт	54
73	1	412766	235	412765	85	5	своей	85	ref:def|str:refl|type:coref		
73	1	412767	235	412766	116	6	своего	116	ref:def|str:refl|type:coref		
73	1	412769	234	412768	116	13	своего юбилея	116,123	ref:def|str:noun|type:coref	юбилея	123
73	1	412770	235	412765	130	16	компания YouTube	130,139	ref:def|str:noun|type:coref	компания YouTube	130,139
73	1	412773	235	412770	160	5	своём	160	ref:def|str:refl|type:coref		
73	1	412771	233	412774	172	29	специальный праздничный канал	172,184,196	ref:def|str:noun|type:coref	канал	196
73	1	412775	233	412771	204	14	YouTube 5 Year	204,212,214	ref:pred|str:appo|type:coref	YouTube 5 Year	204,212,214
73	1	412772	233	412771	220	11	Этот ресурс	220,225	ref:def|str:noun|type:coref	ресурс	225
73	1	412783	235	412776	303	5	сайта	303	ref:def|str:noun|type:coref		
73	1	412808	225	0	389	13	пользователей	389	ref:def|str:noun|type:coref		
73	1	412776	235	412770	435	7	YouTube	435	ref:def|str:noun|type:coref		
73	1	412777	235	412776	457	7	YouTube	457	ref:def|str:noun|type:coref		
73	1	412778	235	412777	485	2	Он	485	ref:def|str:pron|type:coref		
73	1	412784	235	412778	493	30	третьим по популярности сайтом	493,501,504,517	ref:def|str:noun|type:coref	сайтом	517
73	1	412779	235	412777	542	3	его	542	ref:def|str:poss|type:coref		
73	1	412809	225	412808	542	16	его пользователи	542,546	ref:def|str:noun|type:coref	пользователи	546
73	1	412780	235	412776	705	4	сайт	705	ref:def|str:noun|type:coref		
73	1	412781	235	412777	799	7	YouTube	799	ref:def|str:noun|type:coref		
73	1	412816	230	412814	966	6	России	966	ref:def|str:noun|type:coref		
73	1	412782	233	412771	993	33	праздничном канале YouTube 5 Year	993,1005,1012,1020,1022	ref:def|str:noun|type:coref	канале YouTube 5 Year	1005,1012,1020,1022
73	1	412785	235	412783	1038	5	сайта	1038	ref:def|str:noun|type:coref		
73	1	412786	232	0	1058	29	проекта « Моя YouTube - история »	1058,1066,1067,1071,1078,1079,1086	ref:def|str:noun|type:coref	проекта Моя YouTube история	1058,1067,1071,1079
73	1	412787	232	412786	1098	13	этого раздела	1098,1104	ref:def|str:noun|type:coref	раздела	1104
73	1	412789	225	412809	1112	12	пользователи	1112	ref:def|str:noun|type:coref		
73	1	412788	235	412785	1160	7	YouTube	1160	ref:def|str:noun|type:coref		
73	1	412790	225	412789	1176	2	их	1176	ref:def|str:poss|type:coref		
73	1	412793	231	412792	1195	4	своё	1195	ref:def|str:refl|type:anaph		
73	1	412817	224	0	1195	10	своё видео	1195,1200	ref:def|str:noun|type:coref	видео	1200
73	1	412792	231	0	1212	6	каждый	1212	ref:def|str:noun|type:anaph		
73	1	412818	224	412817	1268	20	Лучшие видеорассказы	1268,1275	ref:def|str:noun|type:coref	видеорассказы	1275
73	1	412791	233	412771	1337	6	канала	1337	ref:def|str:noun|type:coref		
73	1	412796	233	412771	1348	5	сайте	1348	ref:def|str:noun|type:coref		
73	1	412797	228	0	1365	21	раздел « Как это было »	1365,1372,1373,1377,1381,1385	ref:def|str:noun|type:anaph	раздел Как это было	1365,1373,1377,1381
73	1	412798	228	412797	1388	2	Он	1388	ref:def|str:pron|type:anaph		
73	1	412799	228	412798	1404	5	собой	1404	ref:def|str:refl|type:anaph		
73	1	412800	228	412799	1420	7	которой	1420	ref:def|str:rel|type:anaph		
73	1	412801	235	412770	1544	8	компании	1544	ref:def|str:noun|type:coref		
73	1	412794	230	0	1566	12	нашей стране	1566,1572	ref:def|str:noun|type:coref	стране	1572
73	1	412802	235	412770	1589	7	YouTube	1589	ref:def|str:noun|type:coref		
73	1	412804	227	412803	1607	4	себе	1607	ref:def|str:refl|type:anaph		
73	1	412803	227	0	1619	25	многие российские таланты	1619,1626,1637	ref:def|str:noun|type:anaph	таланты	1637
73	1	412805	226	0	1648	9	некоторые	1648	ref:def|str:noun|type:anaph		
73	1	412806	226	412805	1743	5	своей	1743	ref:def|str:refl|type:anaph		
73	1	412795	229	0	1763	31	Российские пользователи YouTube	1763,1774,1787	ref:def|str:noun|type:anaph	пользователи	1774
73	1	412807	235	412770	1787	7	YouTube	1787	ref:def|str:noun|type:coref		
73	1	412815	229	412795	1811	4	себя	1811	ref:def|str:refl|type:anaph		
73	1	412812	235	412777	1917	7	YouTube	1917	ref:def|str:noun|type:coref		
73	1	412810	230	412794	1956	6	России	1956	ref:def|str:noun|type:coref		
73	1	412811	235	412777	1963	12	видеохостинг	1963	ref:def|str:noun|type:coref		
73	1	412813	235	412811	2102	7	YouTube	2102	ref:def|str:noun|type:coref		
73	1	412814	230	412794	2139	6	России	2139	ref:def|str:noun|type:coref		
74	1	412819	223	0	20	5	судно	20	ref:def|str:noun|type:coref		
74	1	412825	221	0	126	37	гибели круизного теплохода « Булгария »	126,133,143,153,154,162	ref:def|str:noun|type:coref	гибели	126
74	1	412820	223	412819	133	30	круизного теплохода « Булгария »	133,143,153,154,162	ref:def|str:noun|type:coref	теплохода Булгария	143,154
74	1	412821	223	412820	227	5	судно	227	ref:def|str:noun|type:coref		
74	1	412826	221	412825	326	19	крушения « Булгарии »	326,335,336,344	ref:def|str:noun|type:coref	крушения	326
74	1	412822	223	412820	335	10	« Булгарии »	335,336,344	ref:def|str:noun|type:coref	Булгарии	336
74	1	412823	222	0	347	13	Первая версия	347,354	ref:def|str:noun|type:anaph	версия	354
74	1	412824	222	412823	362	7	которая	362	ref:def|str:rel|type:anaph		
74	1	412829	221	412826	393	2	ЧП	393	ref:def|str:noun|type:coref		
74	1	412828	222	412824	399	5	шторм	399	ref:pred|str:noun|type:coref		
74	1	412840	219	0	450	5	Волге	450	ref:def|str:noun|type:coref		
74	1	412827	221	412826	465	8	крушения	465	ref:def|str:noun|type:coref		
74	1	412830	220	412831	516	2	Мы	516	ref:ds|str:pron|type:anaph		
74	1	412831	220	0	680	39	управления Гидрометцентра по Татарстану	680,691,706,709	ref:ds|str:noun|type:anaph	управления	680
74	1	412847	218	0	758	19	спасшиеся пассажиры	758,768	ref:def|str:noun|type:coref	пассажиры	768
74	1	412833	221	412825	793	17	гибели « Булгарии »	793,800,801,809	ref:def|str:noun|type:coref	гибели	793
74	1	412832	223	412820	800	10	« Булгарии »	800,801,809	ref:def|str:noun|type:coref	Булгарии	801
74	1	412834	223	412832	813	5	судно	813	ref:def|str:noun|type:coref		
74	1	412835	223	412834	892	3	оно	892	ref:def|str:pron|type:coref		
74	1	412836	223	412832	945	10	« Булгария »	945,946,954	ref:def|str:noun|type:coref	Булгария	946
74	1	412837	223	412836	1002	8	теплоход	1002	ref:def|str:noun|type:coref		
74	1	412838	223	412836	1042	5	судно	1042	ref:def|str:noun|type:coref		
74	1	412839	219	412840	1088	5	Волги	1088	ref:def|str:noun|type:coref		
74	1	412841	223	412834	1128	5	судно	1128	ref:def|str:noun|type:coref		
74	1	412849	221	412826	1202	8	трагедии	1202	ref:def|str:noun|type:coref		
74	1	412842	221	412826	1231	15	кораблекрушения	1231	ref:def|str:noun|type:coref		
74	1	412843	223	412841	1266	9	теплохода	1266	ref:def|str:noun|type:coref		
74	1	412844	223	412841	1278	2	он	1278	ref:def|str:pron|type:coref		
74	1	412848	218	412847	1328	31	Выжившие после крушения корабля	1328,1337,1343,1352	ref:def|str:noun|type:coref	Выжившие	1328
74	1	412845	221	412842	1343	16	крушения корабля	1343,1352	ref:def|str:noun|type:coref	крушения	1343
74	1	412846	223	412843	1352	7	корабля	1352	ref:def|str:noun|type:coref		
74	1	412850	221	412849	1393	8	трагедии	1393	ref:def|str:noun|type:coref		
74	1	412851	223	412846	1412	8	теплоход	1412	ref:def|str:noun|type:coref		
74	1	412852	223	412851	1450	5	судно	1450	ref:def|str:noun|type:coref		
74	1	412853	223	412851	1498	9	теплохода	1498	ref:def|str:noun|type:coref		
74	1	412854	223	412851	1557	2	он	1557	ref:def|str:noun|type:coref		
74	1	412855	223	412853	1638	2	Он	1638	ref:def|str:pron|type:coref		
74	1	412856	218	412858	1680	3	нам	1680	ref:ds|str:pron|type:coref		
74	1	412857	223	412854	1705	5	судна	1705	ref:def|str:noun|type:coref		
74	1	412858	218	412847	1728	9	пассажиры	1728	ref:def|str:noun|type:coref		
75	1	412891	210	0	0	19	Правительство Сирии	0,14	ref:def|str:noun|type:coref	Правительство	0
75	1	412859	217	0	14	5	Сирии	14	ref:def|str:noun|type:coref		
75	1	412861	216	0	30	7	санкции	30	ref:def|str:noun|type:coref		
75	1	412860	217	412859	56	3	неё	56	ref:def|str:pron|type:coref		
75	1	412862	215	0	60	10	Евросоюзом	60	ref:def|str:noun|type:coref		
75	1	412864	214	0	101	29	глава МИД Сирии Валид Муаллем	101,107,111,117,123	ref:def|str:noun|type:coref	глава Валид Муаллем	101,117,123
75	1	412863	217	412859	111	5	Сирии	111	ref:def|str:noun|type:coref		
75	1	412865	214	412864	141	7	министр	141	ref:def|str:noun|type:coref		
75	1	412892	210	412891	165	18	руководство страны	165,177	ref:def|str:noun|type:coref	руководство	165
75	1	412866	217	412859	177	6	страны	177	ref:def|str:noun|type:coref		
75	1	412867	216	412861	231	7	Санкции	231	ref:def|str:noun|type:coref		
75	1	412868	216	412867	242	7	которых	242	ref:def|str:rel|type:coref		
75	1	412869	215	412862	279	9	Евросоюза	279	ref:def|str:noun|type:coref		
75	1	412893	210	412892	396	19	руководством страны	396,409	ref:def|str:noun|type:coref	руководством	396
75	1	412870	217	412866	409	6	страны	409	ref:def|str:noun|type:coref		
75	1	412871	215	412869	573	2	ЕС	573	ref:def|str:noun|type:coref		
75	1	412872	214	412864	577	7	Муаллем	577	ref:def|str:noun|type:coref		
75	1	412873	217	412866	603	5	Сирия	603	ref:def|str:noun|type:coref		
75	1	412874	217	412873	672	6	страны	672	ref:def|str:noun|type:coref		
75	1	412875	217	412874	715	6	Сирией	715	ref:def|str:noun|type:coref		
75	1	412877	214	412864	840	21	глава сирийского МИДа	840,846,857	ref:def|str:noun|type:coref	глава	840
75	1	412878	213	0	870	6	Турцию	870	ref:def|str:noun|type:coref		
75	1	412879	213	412878	890	2	её	890	ref:def|str:poss|type:coref		
75	1	412894	210	412893	921	17	руководства Сирии	921,933	ref:def|str:noun|type:coref	руководства	921
75	1	412876	217	412873	933	5	Сирии	933	ref:def|str:noun|type:coref		
75	1	412880	213	412878	946	15	турецкие власти	946,955	ref:meton|str:noun|type:coref	власти	955
75	1	412889	211	0	1100	22	более 10 тыс. сирийцев	1100,1106,1109,1114	ref:def|str:noun|type:anaph	сирийцев	1114
75	1	412890	211	412889	1150	6	своего	1150	ref:def|str:refl|type:anaph		
75	1	412895	210	412894	1150	20	своего правительства	1150,1157	ref:def|str:noun|type:coref	правительства	1157
75	1	412881	213	412878	1173	6	Турцию	1173	ref:def|str:noun|type:coref		
75	1	412882	217	412859	1382	5	Сирии	1382	ref:def|str:noun|type:coref		
75	1	412883	217	412882	1584	5	Сирия	1584	ref:def|str:noun|type:coref		
75	1	412886	212	0	1620	16	событиях в Сирии	1620,1629,1631	ref:def|str:noun|type:anaph	событиях	1620
75	1	412884	217	412883	1631	5	Сирии	1631	ref:def|str:noun|type:coref		
75	1	412885	212	412886	1651	5	собой	1651	ref:def|str:refl|type:anaph		
75	1	412888	216	412861	1657	10	санкции ЕС	1657,1665	ref:def|str:noun|type:coref	санкции	1657
75	1	412887	215	412869	1665	2	ЕС	1665	ref:def|str:noun|type:coref		
76	1	412918	204	0	0	5	Шведы	0	ref:def|str:noun|type:coref		
76	1	412897	208	0	15	8	Бергмана	15	ref:def|str:noun|type:coref		
76	1	412930	202	0	46	3	США	46	ref:def|str:noun|type:coref		
76	1	412898	208	412897	50	3	его	50	ref:def|str:pron|type:coref		
76	1	412899	207	0	86	7	пророка	86	ref:def|str:noun|type:anaph		
76	1	412900	207	412899	120	3	его	120	ref:def|str:pron|type:anaph		
76	1	412901	208	412897	205	14	Ингмар Бергман	205,212	ref:def|str:noun|type:coref	Ингмар Бергман	205,212
76	1	412906	206	0	264	27	прогрессивного человечества	264,279	ref:def|str:noun|type:anaph	человечества	279
76	1	412907	206	412906	296	8	которого	296	ref:def|str:rel|type:anaph		
76	1	412902	208	412901	305	3	его	305	ref:def|str:poss|type:coref		
76	1	412903	204	412918	305	20	его соотечественники	305,309	ref:def|str:noun|type:coref	соотечественники	309
76	1	412904	204	412903	349	6	своему	349	ref:def|str:refl|type:coref		
76	1	412905	204	412903	371	4	себя	371	ref:def|str:refl|type:coref		
76	1	412908	208	412901	493	3	его	493	ref:def|str:pron|type:coref		
76	1	412909	204	412903	555	3	них	555	ref:def|str:pron|type:coref		
76	1	412911	208	412901	566	8	Бергмана	566	ref:def|str:noun|type:coref		
76	1	412910	204	412909	578	5	своих	578	ref:def|str:refl|type:coref		
76	1	412914	205	0	649	18	наша Кира Муратова	649,654,659	ref:def|str:noun|type:coref	Кира Муратова	654,659
76	1	412964	193	0	649	4	наша	649	ref:def|str:poss|type:coref		
76	1	412912	208	412911	671	3	нем	671	ref:def|str:pron|type:coref		
76	1	412913	208	412912	719	2	он	719	ref:def|str:pron|type:coref		
76	1	412915	205	412914	722	2	ей	722	ref:def|str:pron|type:coref		
76	1	412916	204	412903	738	16	Соотечественники	738	ref:def|str:noun|type:coref		
76	1	412917	204	412916	759	19	разные прочие шведы	759,766,773	ref:def|str:appo|type:coref	шведы	773
76	1	412919	205	412914	787	2	ей	787	ref:def|str:pron|type:coref		
76	1	412920	208	412911	799	8	Бергмана	799	ref:def|str:noun|type:coref		
76	1	412921	208	412920	819	2	он	819	ref:def|str:pron|type:coref		
76	1	412922	203	0	863	6	Швеции	863	ref:def|str:noun|type:coref		
76	1	412923	203	412922	949	6	Швеция	949	ref:def|str:noun|type:coref		
76	1	412924	208	412920	997	2	он	997	ref:def|str:pron|type:coref		
76	1	412925	203	412923	1000	2	ее	1000	ref:def|str:pron|type:coref		
76	1	412926	204	412916	1157	5	шведы	1157	ref:def|str:noun|type:coref		
76	1	412927	204	412926	1181	5	своей	1181	ref:def|str:refl|type:coref		
76	1	412928	203	412923	1181	12	своей страны	1181,1187	ref:def|str:noun|type:coref	страны	1187
76	1	412929	208	412920	1243	8	Бергмана	1243	ref:def|str:noun|type:coref		
76	1	412931	202	412930	1411	7	Америке	1411	ref:def|str:noun|type:coref		
76	1	412932	208	412929	1445	8	Бергмана	1445	ref:def|str:noun|type:coref		
76	1	412960	194	0	1630	25	бергмановском « Молчании » )	1630,1644,1645,1653,1654	ref:def|str:noun|type:coref	Молчании	1645
76	1	412933	208	412932	1784	8	Бергмана	1784	ref:def|str:noun|type:coref		
76	1	412965	193	412964	2042	4	наши	2042	ref:def|str:poss|type:coref		
76	1	412934	208	412932	2101	49	« социально безответственного пессимиста » Бергмана	2101,2102,2112,2130,2140,2142	ref:def|str:noun|type:coref	Бергмана	2142
76	1	412963	193	412965	2175	2	мы	2175	ref:def|str:pron|type:coref		
76	1	412935	208	412934	2219	3	его	2219	ref:def|str:poss|type:coref		
76	1	412937	201	0	2276	4	пути	2276	ref:def|str:noun|type:anaph		
76	1	412936	201	412937	2282	7	которые	2282	ref:def|str:rel|type:anaph		
76	1	412938	205	412914	2339	30	многоуважаемая Кира Георгиевна	2339,2354,2359	ref:def|str:noun|type:coref	Кира Георгиевна	2354,2359
76	1	412939	208	412935	2418	3	его	2418	ref:def|str:poss|type:coref		
76	1	412940	208	412939	2472	3	его	2472	ref:def|str:poss|type:coref		
76	1	412941	208	412940	2501	3	его	2501	ref:def|str:pron|type:coref		
76	1	412942	200	0	2546	3	все	2546	ref:def|str:pron|type:anaph		
76	1	412943	200	412942	2552	7	варвары	2552	ref:pred|str:noun|type:anaph		
76	1	412944	200	412942	2613	2	их	2613	ref:def|str:poss|type:anaph		
76	1	412966	193	412963	2877	5	нашим	2877	ref:def|str:poss|type:coref		
76	1	412945	199	0	2985	22	та самая « мастурбация »	2985,2988,2994,2995,3006	ref:def|str:noun|type:anaph	мастурбация	2995
76	1	412946	199	412945	3009	7	которой	3009	ref:def|str:rel|type:anaph		
76	1	412958	195	0	3039	4	СССР	3039	ref:def|str:noun|type:coref		
76	1	412947	208	412933	3156	7	Бергман	3156	ref:def|str:noun|type:coref		
76	1	412948	208	412947	3481	8	Бергмана	3481	ref:def|str:noun|type:coref		
76	1	412949	198	0	3716	13	« порнографии »	3716,3717,3728	ref:def|str:noun|type:anaph	порнографии	3717
76	1	412950	198	412949	3731	7	которую	3731	ref:def|str:rel|type:anaph		
76	1	412951	208	412947	3789	8	Бергману	3789	ref:def|str:noun|type:coref		
76	1	412952	197	0	3892	15	Лукино Висконти	3892,3899	ref:def|str:noun|type:coref	Лукино Висконти	3892,3899
76	1	412953	197	412952	3915	2	он	3915	ref:def|str:pron|type:coref		
76	1	412896	209	0	3946	50	двух толстых полуграмотных американских продюсеров	3946,3951,3959,3973,3986	ref:def|str:noun|type:anaph	продюсеров	3986
76	1	412962	209	412896	4006	7	которых	4006	ref:def|str:rel|type:anaph		
76	1	412955	196	0	4081	18	« Смерти в Венеции »	4081,4082,4089,4091,4098	ref:def|str:noun|type:coref	Смерти в Венеции	4082,4089,4091
76	1	412954	197	412952	4210	8	Висконти	4210	ref:def|str:noun|type:coref		
76	1	412956	196	412955	4253	18	« Смерть в Венеции »	4253,4254,4261,4263,4270	ref:def|str:noun|type:coref	Смерть в Венеции	4254,4261,4263
76	1	412957	196	412956	4321	5	фильм	4321	ref:def|str:noun|type:coref		
76	1	412959	195	412958	4344	4	СССР	4344	ref:def|str:noun|type:coref		
76	1	412961	194	412960	4359	10	« Молчание »	4359,4360,4368	ref:def|str:noun|type:coref	Молчание	4360
77	1	413002	183	0	0	23	Глава Google Эрик Шмидт	0,6,13,18	ref:def|str:noun|type:coref	Глава Эрик Шмидт	0,13,18
77	1	412968	192	0	6	6	Google	6	ref:def|str:noun|type:coref		
77	1	413001	184	0	35	19	Wall Street Journal	35,40,47	ref:def|str:noun|type:coref	Wall Street Journal	35,40,47
77	1	412969	192	412968	74	8	компания	74	ref:def|str:noun|type:coref		
77	1	413054	173	0	211	7	кризиса	211	ref:def|str:noun|type:coref		
77	1	413055	173	413054	220	17	Финансовый кризис	220,231	ref:def|str:noun|type:coref	кризис	231
77	1	412970	192	412968	281	6	Google	281	ref:def|str:noun|type:coref		
77	1	412971	192	412970	317	4	свою	317	ref:def|str:refl|type:coref		
77	1	412972	192	412970	343	8	компания	343	ref:def|str:noun|type:coref		
77	1	412977	190	0	424	3	США	424	ref:def|str:noun|type:coref		
77	1	412967	192	412971	498	5	своей	498	ref:def|str:refl|type:coref		
77	1	412973	192	412970	529	6	Google	529	ref:def|str:noun|type:coref		
77	1	412974	192	412973	575	5	своих	575	ref:def|str:refl|type:coref		
77	1	413056	172	0	575	17	своих сотрудников	575,581	ref:def|str:noun|type:coref	сотрудников	581
77	1	412975	191	0	603	9	всех благ	603,608	ref:def|str:noun|type:anaph	благ	608
77	1	412976	191	412975	614	7	которые	614	ref:def|str:rel|type:anaph		
77	1	413057	172	413056	636	2	им	636	ref:def|str:pron|type:coref		
77	1	413058	192	412973	639	8	компания	639	ref:def|str:noun|type:coref		
77	1	412980	192	412970	703	10	корпорация	703	ref:def|str:noun|type:coref		
77	1	412978	190	412977	783	3	США	783	ref:def|str:noun|type:coref		
77	1	412979	192	412970	788	6	Google	788	ref:def|str:noun|type:coref		
77	1	412981	192	412973	805	5	своим	805	ref:def|str:refl|type:coref		
77	1	412982	189	0	805	19	своим программистам	805,811	ref:def|str:noun|type:anaph	программистам	811
77	1	412983	189	412982	918	2	им	918	ref:def|str:pron|type:anaph		
77	1	412984	188	0	927	7	проекты	927	ref:def|str:noun|type:anaph		
77	1	412985	188	412984	936	7	которые	936	ref:def|str:rel|type:anaph		
77	1	412987	187	0	975	23	новыми сервисами Google	975,982,992	ref:def|str:noun|type:anaph	сервисами	982
77	1	412986	192	412973	992	6	Google	992	ref:def|str:noun|type:coref		
77	1	412989	187	412987	1000	7	которые	1000	ref:def|str:rel|type:anaph		
77	1	412990	192	412973	1170	8	компании	1170	ref:def|str:noun|type:coref		
77	1	412991	192	412990	1192	2	ее	1192	ref:def|str:poss|type:coref		
77	1	412992	186	0	1192	8	ее акций	1192,1195	ref:def|str:noun|type:coref	акций	1195
77	1	412993	186	412992	1310	2	их	1310	ref:def|str:pron|type:coref		
77	1	412995	185	0	1349	13	Экономика США	1349,1359	ref:def|str:noun|type:anaph	Экономика	1349
77	1	412994	190	412977	1359	3	США	1359	ref:def|str:noun|type:coref		
77	1	412997	192	412973	1377	6	Google	1377	ref:def|str:noun|type:coref		
77	1	412996	185	412995	1400	3	ней	1400	ref:def|str:pron|type:anaph		
77	1	413059	173	413055	1412	20	экономический кризис	1412,1426	ref:def|str:noun|type:coref	кризис	1426
77	1	412998	192	412997	1472	8	компания	1472	ref:def|str:noun|type:coref		
77	1	412999	192	412998	1507	5	своей	1507	ref:def|str:refl|type:coref		
77	1	413000	184	413001	1564	19	Wall Street Journal	1564,1569,1576	ref:def|str:noun|type:coref	Wall Street Journal	1564,1569,1576
77	1	413003	183	413002	1584	40	генеральный директор компании Эрик Шмидт	1584,1596,1605,1614,1619	ref:def|str:noun|type:coref	директор Эрик Шмидт	1596,1614,1619
77	1	413004	192	412986	1605	8	компании	1605	ref:def|str:noun|type:coref		
77	1	413005	192	412986	1637	8	компания	1637	ref:def|str:noun|type:coref		
77	1	413006	182	0	1655	7	проекты	1655	ref:def|str:noun|type:anaph		
77	1	413007	182	413006	1664	7	которые	1664	ref:def|str:rel|type:anaph		
77	1	413009	183	413003	1731	5	Шмидт	1731	ref:def|str:noun|type:coref		
77	1	413010	192	412997	1774	5	фирма	1774	ref:def|str:noun|type:coref		
77	1	413060	171	0	1792	25	экспериментальные проекты	1792,1810	ref:def|str:noun|type:anaph	проекты	1810
77	1	413011	183	413009	1865	5	Шмидт	1865	ref:def|str:noun|type:coref		
77	1	413012	183	413011	1874	2	мы	1874	ref:ds|str:pron|type:coref		
77	1	413061	171	413060	1903	2	их	1903	ref:def|str:poss|type:anaph		
77	1	412988	192	412997	1933	8	Компании	1933	ref:def|str:noun|type:coref		
77	1	413008	192	412997	2112	6	Google	2112	ref:def|str:noun|type:coref		
77	1	413013	192	413008	2307	3	нас	2307	ref:ds|str:pron|type:coref		
77	1	413014	181	0	2405	40	виртуального мира ( и чата ) Google Lively	2405,2418,2423,2424,2426,2430,2432,2439	ref:def|str:noun|type:coref	Google Lively	2432,2439
77	1	413015	181	413014	2524	6	сервис	2524	ref:def|str:noun|type:coref		
77	1	413016	180	0	2576	33	экспериментального проекта Google	2576,2595,2603	ref:def|str:noun|type:coref	проекта	2595
77	1	413018	192	413008	2603	6	Google	2603	ref:def|str:noun|type:coref		
77	1	413017	180	413016	2612	10	SearchMash	2612	ref:def|str:noun|type:coref		
77	1	413020	180	413017	2660	2	он	2660	ref:def|str:pron|type:coref		
77	1	413052	174	0	2715	24	сервисов Google Notebook	2715,2724,2731	ref:def|str:noun|type:coref	Google Notebook	2724,2731
77	1	413021	178	0	2754	12	пользователю	2754	ref:def|str:noun|type:anaph		
77	1	413022	178	413021	2794	3	его	2794	ref:def|str:pron|type:anaph		
77	1	413019	179	0	2814	21	Google Audio Indexing	2814,2821,2827	ref:def|str:noun|type:coref	Google Audio Indexing	2814,2821,2827
77	1	413023	179	413019	2881	11	этот сервис	2881,2886	ref:def|str:noun|type:coref	сервис	2886
77	1	413024	190	412994	2949	3	США	2949	ref:def|str:noun|type:coref		
77	1	413025	177	0	3055	12	Page Creator	3055,3060	ref:def|str:noun|type:coref	Page Creator	3055,3060
77	1	413026	177	413025	3134	13	этого сервиса	3134,3140	ref:def|str:noun|type:coref	сервиса	3140
77	1	413067	169	0	3181	55	Ликвидация « лишних » сервисов и программы « 20 процентов »	3181,3192,3193,3199,3201,3210,3212,3222,3223,3226,3235	ref:def|str:noun|type:coref	Ликвидация	3181
77	1	413027	169	413067	3242	17	единственные меры	3242,3255	ref:pred|str:noun|type:coref	меры	3255
77	1	413028	169	413027	3261	7	которые	3261	ref:def|str:rel|type:coref		
77	1	413029	192	413018	3289	6	Google	3289	ref:def|str:noun|type:coref		
77	1	413065	173	413059	3315	7	кризиса	3315	ref:def|str:noun|type:coref		
77	1	413030	192	413029	3455	6	Google	3455	ref:def|str:noun|type:coref		
77	1	413031	192	413030	3472	4	себя	3472	ref:def|str:refl|type:coref		
77	1	413032	192	413031	3495	5	своих	3495	ref:def|str:refl|type:coref		
77	1	413033	192	413030	3514	8	компания	3514	ref:def|str:noun|type:coref		
77	1	413034	192	413030	3594	6	Google	3594	ref:def|str:noun|type:coref		
77	1	413035	192	413034	3648	2	ей	3648	ref:def|str:noun|type:coref		
77	1	413036	192	413034	3672	4	свою	3672	ref:def|str:refl|type:coref		
77	1	413037	192	413034	3751	8	компания	3751	ref:def|str:noun|type:coref		
77	1	413038	190	413024	3836	3	США	3836	ref:def|str:noun|type:coref		
77	1	413041	173	413065	3913	7	кризиса	3913	ref:def|str:noun|type:coref		
77	1	413039	192	413037	3940	8	компании	3940	ref:def|str:noun|type:coref		
77	1	413040	192	413039	4033	6	Google	4033	ref:def|str:noun|type:coref		
77	1	413042	173	413041	4186	7	кризиса	4186	ref:def|str:noun|type:coref		
77	1	413043	192	413040	4269	6	Google	4269	ref:def|str:noun|type:coref		
77	1	413044	192	413043	4301	8	компанию	4301	ref:def|str:noun|type:coref		
77	1	413045	192	413044	4459	6	Google	4459	ref:def|str:noun|type:coref		
77	1	413046	192	413045	4601	6	Google	4601	ref:def|str:noun|type:coref		
77	1	413047	176	0	4645	10	компьютере	4645	ref:def|str:noun|type:anaph		
77	1	413048	176	413047	4660	7	котором	4660	ref:def|str:rel|type:anaph		
77	1	413062	170	0	4668	1	я	4668	ref:def|str:pron|type:coref		
77	1	413064	170	413062	4760	4	меня	4760	ref:def|str:pron|type:coref		
77	1	413049	175	0	4768	6	текста	4768	ref:def|str:noun|type:anaph		
77	1	413050	175	413049	4776	7	который	4776	ref:def|str:rel|type:anaph		
77	1	413066	170	413064	4784	1	я	4784	ref:def|str:pron|type:coref		
77	1	413053	174	413052	4819	15	Google Notebook	4819,4826	ref:def|str:noun|type:coref	Google Notebook	4819,4826
77	1	413051	192	413046	4862	6	Google	4862	ref:def|str:noun|type:coref		
77	1	413063	170	413062	4937	3	мне	4937	ref:def|str:pron|type:coref		
78	1	413081	163	0	57	10	мелатонина	57	ref:def|str:noun|type:coref		
78	1	413070	167	0	315	22	журналист Джейсон Гейл	315,325,333	ref:def|str:noun|type:coref	журналист Джейсон Гейл	315,325,333
78	1	413107	153	0	341	2	Мы	341	ref:ds|str:pron|type:coref		
